cliente_id,idade,tempo_assinatura_meses,plano_assinatura,valor_mensal,visualizacoes_mes,tempo_medio_sessao_min,contatos_suporte,avaliacao_conteudo,metodo_pagamento,dispositivo_principal,churn,previsao_churn,probabilidade
CLI01492,57.0,28.0,Básico,19.9,91,185,4.0,4.1,PIX,Tablet,1,Vai continuar,0.2
CLI01493,27.0,25.0,basico,19.9,76,155,2.0,4.4,Débito,Desktop,0,Vai continuar,0.2
CLI01494,62.0,52.0,PREMIUM,39.9,96,18,1.0,3.8,Débito,Desktop,0,Vai continuar,0.2
CLI01495,76.0,25.0,Básico,19.9,97,118,6.0,1.2,Credito,tv,0,Vai cancelar,0.6
CLI01496,44.0,42.0,Básico,19.9,47,21,8.0,2.5,Cartão de Crédito,tv,1,Vai cancelar,0.6
CLI01497,39.0,50.0,Padrão,29.9,86,132,5.0,2.6,Cartão de Crédito,Mobile,1,Vai cancelar,0.6
CLI01498,18.0,44.0,Padrão,29.9,45,22,1.0,0.2,PIX,tv,1,Vai cancelar,0.6
CLI01499,56.0,28.0,basico,19.9,40,66,7.0,4.7,Boleto,Tablet,1,Vai continuar,0.2
CLI01500,34.0,44.0,PREMIUM,39.9,25,18,5.0,4.9,,Desktop,1,Vai continuar,0.2
CLI01501,35.0,14.0,Básico,19.9,61,33,5.0,2.5,Cartão de Crédito,Mobile,1,Vai cancelar,0.6
CLI01502,54.0,49.0,Premium,39.9,7,172,3.0,0.5,,mobile,1,Vai cancelar,0.6
CLI01503,36.0,,PREMIUM,39.9,82,81,,4.6,Credito,Mobile,0,Vai continuar,0.2
CLI01504,20.0,4.0,Padrão,29.9,13,98,1.0,3.8,Credito,Tablet,1,Vai continuar,0.5
CLI01505,48.0,59.0,basico,19.9,67,112,4.0,3.6,PIX,Tablet,0,Vai continuar,0.2
CLI01506,31.0,4.0,PREMIUM,39.9,70,116,1.0,4.0,Débito,Mobile,1,Vai continuar,0.5
CLI01507,57.0,1.0,Padrão,29.9,73,132,9.0,2.3,Credito,Desktop,1,Vai cancelar,0.9
CLI01508,62.0,33.0,Premium,39.9,60,63,3.0,3.2,,tv,0,Vai continuar,0.2
CLI01509,,15.0,Premium,39.9,76,176,1.0,0.7,Cartão de Crédito,TV,1,Vai cancelar,0.6
CLI01510,66.0,4.0,Básico,19.9,63,22,3.0,0.8,Cartão de Crédito,Desktop,0,Vai cancelar,0.9
CLI01511,21.0,2.0,basico,19.9,0,174,7.0,2.7,Débito,TV,1,Vai cancelar,0.9
CLI01512,69.0,54.0,Básico,19.9,15,136,4.0,3.8,Boleto,Desktop,0,Vai continuar,0.2
CLI01513,29.0,57.0,Padrão,29.9,31,94,9.0,2.7,Boleto,Mobile,1,Vai cancelar,0.6
CLI01514,40.0,8.0,Básico,19.9,10,149,6.0,0.5,,Desktop,1,Vai cancelar,0.6
CLI01515,18.0,32.0,Padrão,29.9,42,138,9.0,2.1,Cartão de Crédito,Tablet,1,Vai cancelar,0.6
CLI01516,51.0,13.0,PREMIUM,39.9,72,132,6.0,3.0,Débito,mobile,0,Vai continuar,0.2
CLI01517,46.0,50.0,basico,19.9,12,180,4.0,0.5,,tv,0,Vai cancelar,0.6
CLI01518,74.0,17.0,basico,19.9,95,53,8.0,3.8,Débito,Tablet,0,Vai continuar,0.2
CLI01519,75.0,53.0,Padrão,29.9,77,64,9.0,4.5,Débito,Tablet,0,Vai continuar,0.2
CLI01520,51.0,34.0,Premium,39.9,85,56,6.0,1.5,Credito,Desktop,0,Vai cancelar,0.6
CLI01521,59.0,13.0,Básico,19.9,47,154,7.0,1.8,Cartão de Crédito,Desktop,0,Vai cancelar,0.6
CLI01522,45.0,49.0,PREMIUM,39.9,26,122,1.0,0.3,PIX,mobile,0,Vai cancelar,0.6
CLI01523,68.0,18.0,PREMIUM,39.9,54,108,3.0,4.3,Credito,Tablet,1,Vai continuar,0.2
CLI01524,40.0,57.0,Premium,39.9,89,184,7.0,4.6,Cartão de Crédito,Desktop,0,Vai continuar,0.2
CLI01525,36.0,45.0,Premium,39.9,47,140,8.0,1.0,Cartão de Crédito,TV,1,Vai cancelar,0.6
CLI01526,51.0,25.0,Premium,39.9,29,20,2.0,0.6,PIX,mobile,1,Vai cancelar,0.6
CLI01527,35.0,21.0,PREMIUM,39.9,25,104,3.0,0.7,PIX,TV,1,Vai cancelar,0.6
CLI01528,36.0,1.0,Padrão,29.9,7,159,2.0,4.7,,Desktop,1,Vai continuar,0.5
CLI01529,41.0,42.0,PREMIUM,39.9,39,107,2.0,4.9,Cartão de Crédito,Desktop,0,Vai continuar,0.2
CLI01530,44.0,42.0,PREMIUM,39.9,12,96,4.0,3.9,PIX,tv,1,Vai continuar,0.2
CLI01531,,30.0,Premium,39.9,17,67,9.0,1.0,PIX,TV,1,Vai cancelar,0.6
CLI01532,43.0,36.0,Padrão,29.9,79,37,9.0,1.1,Credito,Tablet,0,Vai cancelar,0.6
CLI01533,68.0,7.0,Premium,39.9,68,21,8.0,1.9,,mobile,1,Vai cancelar,0.6
CLI01534,62.0,60.0,PREMIUM,39.9,77,141,8.0,0.6,PIX,TV,1,Vai cancelar,0.6
CLI01535,41.0,54.0,basico,19.9,76,44,6.0,0.6,,mobile,0,Vai cancelar,0.6
CLI01536,53.0,16.0,Premium,39.9,81,168,2.0,2.0,Débito,TV,0,Vai cancelar,0.6
CLI01537,47.0,26.0,Premium,39.9,75,180,7.0,4.9,,tv,0,Vai continuar,0.2
CLI01538,27.0,58.0,Premium,39.9,41,104,4.0,1.4,PIX,Tablet,1,Vai cancelar,0.6
CLI01539,75.0,48.0,PREMIUM,39.9,31,33,0.0,0.3,Credito,tv,0,Vai cancelar,0.6
CLI01540,75.0,19.0,Básico,19.9,87,149,0.0,0.6,Boleto,mobile,0,Vai cancelar,0.6
CLI01541,62.0,25.0,Padrão,29.9,41,120,0.0,2.3,Cartão de Crédito,mobile,0,Vai cancelar,0.6
CLI01542,43.0,46.0,Básico,19.9,12,162,8.0,2.9,PIX,Mobile,1,Vai cancelar,0.6
CLI01543,24.0,44.0,basico,19.9,63,12,4.0,3.9,,Desktop,0,Vai continuar,0.2
CLI01544,29.0,53.0,Premium,39.9,70,137,5.0,2.7,,Mobile,0,Vai cancelar,0.6
CLI01545,29.0,10.0,Premium,39.9,22,70,0.0,1.6,PIX,mobile,0,Vai cancelar,0.6
CLI01546,35.0,15.0,basico,,65,33,,4.7,Cartão de Crédito,Desktop,0,Vai continuar,0.2
CLI01547,64.0,34.0,Premium,39.9,58,92,2.0,4.3,Boleto,Mobile,1,Vai continuar,0.2
CLI01548,74.0,45.0,Padrão,29.9,75,141,4.0,3.0,PIX,Tablet,1,Vai continuar,0.2
CLI01549,32.0,32.0,Básico,19.9,65,118,8.0,3.9,Credito,Tablet,0,Vai continuar,0.2
CLI01550,25.0,48.0,Padrão,29.9,40,67,5.0,2.6,Débito,tv,0,Vai cancelar,0.6
CLI01551,18.0,21.0,Premium,39.9,37,171,3.0,1.2,Credito,TV,0,Vai cancelar,0.6
CLI01552,65.0,35.0,PREMIUM,39.9,99,157,1.0,2.4,Credito,tv,0,Vai cancelar,0.6
CLI01553,38.0,33.0,Padrão,29.9,7,129,9.0,2.3,Débito,Mobile,1,Vai cancelar,0.6
CLI01554,32.0,29.0,Básico,19.9,76,90,8.0,0.1,Cartão de Crédito,mobile,0,Vai cancelar,0.6
CLI01555,60.0,32.0,Premium,39.9,74,124,9.0,3.0,Boleto,TV,0,Vai continuar,0.2
CLI01556,32.0,5.0,Padrão,29.9,32,71,2.0,1.3,Débito,tv,1,Vai cancelar,0.9
CLI01557,58.0,2.0,Básico,19.9,67,91,8.0,2.9,PIX,tv,1,Vai cancelar,0.9
CLI01558,22.0,19.0,PREMIUM,39.9,39,153,2.0,2.9,,TV,0,Vai cancelar,0.6
CLI01559,71.0,38.0,Premium,39.9,20,25,9.0,4.9,Débito,Desktop,0,Vai continuar,0.2
CLI01560,61.0,59.0,Básico,19.9,28,18,6.0,0.2,Boleto,tv,1,Vai cancelar,0.6
CLI01561,67.0,54.0,Básico,19.9,6,84,9.0,1.9,Cartão de Crédito,TV,1,Vai cancelar,0.6
CLI01562,46.0,44.0,basico,19.9,77,178,6.0,4.1,,TV,1,Vai continuar,0.2
CLI01563,49.0,3.0,Básico,19.9,86,63,1.0,3.1,PIX,Mobile,0,Vai continuar,0.5
CLI01564,26.0,58.0,Padrão,29.9,31,170,1.0,0.6,,Tablet,0,Vai cancelar,0.6
CLI01565,20.0,44.0,basico,19.9,2,117,9.0,1.1,,Tablet,1,Vai cancelar,0.6
CLI01566,,,basico,19.9,63,117,6.0,4.6,PIX,TV,0,Vai continuar,0.2
CLI01567,70.0,2.0,PREMIUM,39.9,3,112,4.0,2.7,Boleto,Mobile,1,Vai cancelar,0.9
CLI01568,65.0,15.0,Básico,19.9,36,27,7.0,4.8,Credito,Mobile,1,Vai continuar,0.2
CLI01569,44.0,17.0,Básico,19.9,30,126,8.0,0.2,Credito,Desktop,0,Vai cancelar,0.6
CLI01570,61.0,42.0,Padrão,29.9,61,69,8.0,4.7,Débito,mobile,0,Vai continuar,0.2
CLI01571,29.0,18.0,Premium,39.9,78,138,2.0,2.0,PIX,Mobile,0,Vai cancelar,0.6
CLI01572,44.0,41.0,Básico,19.9,16,130,1.0,4.4,Boleto,Desktop,1,Vai continuar,0.2
CLI01573,48.0,53.0,Básico,19.9,77,84,7.0,4.7,Débito,Desktop,1,Vai continuar,0.2
CLI01574,49.0,44.0,Premium,39.9,83,69,8.0,3.5,Boleto,Desktop,1,Vai continuar,0.2
CLI01575,40.0,45.0,Premium,39.9,60,180,5.0,5.0,Cartão de Crédito,mobile,1,Vai continuar,0.2
CLI01576,62.0,39.0,Básico,19.9,16,26,6.0,0.3,Cartão de Crédito,TV,1,Vai cancelar,0.6
CLI01577,44.0,59.0,Básico,19.9,80,69,3.0,0.2,,tv,1,Vai cancelar,0.6
CLI01578,21.0,38.0,Premium,39.9,98,90,4.0,3.3,,Tablet,0,Vai continuar,0.2
CLI01579,28.0,7.0,Padrão,29.9,72,119,2.0,1.0,Boleto,Mobile,0,Vai cancelar,0.6
CLI01580,21.0,9.0,Padrão,29.9,90,165,6.0,0.5,,tv,0,Vai cancelar,0.6
CLI01581,32.0,55.0,Padrão,29.9,25,100,0.0,2.7,PIX,mobile,1,Vai cancelar,0.6
CLI01582,40.0,4.0,Premium,39.9,28,168,4.0,3.6,Credito,mobile,1,Vai continuar,0.5
CLI01583,18.0,33.0,Básico,19.9,90,187,7.0,2.4,Boleto,TV,1,Vai cancelar,0.6
CLI01584,68.0,34.0,basico,19.9,26,19,4.0,2.3,,mobile,1,Vai cancelar,0.6
CLI01585,38.0,36.0,Premium,39.9,89,34,8.0,3.7,PIX,TV,0,Vai continuar,0.2
CLI01586,29.0,30.0,Básico,19.9,41,13,9.0,0.6,,TV,1,Vai cancelar,0.6
CLI01587,32.0,58.0,basico,19.9,92,130,2.0,3.5,,tv,0,Vai continuar,0.2
CLI01588,45.0,58.0,Padrão,29.9,94,80,1.0,4.3,PIX,Tablet,0,Vai continuar,0.2
CLI01589,61.0,5.0,Premium,39.9,21,110,2.0,3.9,PIX,Desktop,1,Vai continuar,0.5
CLI01590,57.0,14.0,Premium,39.9,29,12,6.0,0.3,Cartão de Crédito,Desktop,0,Vai cancelar,0.6
CLI01591,54.0,13.0,Padrão,29.9,89,173,4.0,3.8,PIX,mobile,0,Vai continuar,0.2
CLI01592,38.0,15.0,Básico,19.9,37,147,1.0,4.6,,Mobile,0,Vai continuar,0.2
CLI01593,41.0,47.0,PREMIUM,39.9,93,26,1.0,4.8,Débito,Tablet,0,Vai continuar,0.2
CLI01594,66.0,33.0,Premium,39.9,4,137,8.0,2.9,Boleto,mobile,0,Vai cancelar,0.6
CLI01595,37.0,28.0,Padrão,29.9,10,170,8.0,4.6,Boleto,tv,1,Vai continuar,0.2
CLI01596,,27.0,basico,19.9,54,71,2.0,3.9,Cartão de Crédito,tv,0,Vai continuar,0.2
CLI01597,54.0,39.0,Padrão,29.9,42,155,6.0,0.9,Credito,Tablet,0,Vai cancelar,0.6
CLI01598,29.0,59.0,Básico,19.9,27,139,0.0,3.5,Credito,Mobile,0,Vai continuar,0.2
CLI01599,69.0,1.0,Básico,19.9,67,141,3.0,2.5,Débito,tv,1,Vai cancelar,0.9
CLI01600,21.0,33.0,PREMIUM,39.9,26,33,8.0,4.0,Débito,mobile,1,Vai continuar,0.2
CLI01601,43.0,8.0,basico,19.9,87,69,6.0,2.9,PIX,TV,1,Vai cancelar,0.6
CLI01602,72.0,46.0,Premium,39.9,70,89,8.0,3.8,,Tablet,0,Vai continuar,0.2
CLI01603,33.0,8.0,Padrão,29.9,82,84,1.0,3.9,PIX,tv,0,Vai continuar,0.2
CLI01604,52.0,20.0,Básico,19.9,34,66,0.0,3.6,Débito,Mobile,0,Vai continuar,0.2
CLI01605,54.0,11.0,PREMIUM,39.9,73,75,3.0,3.3,Boleto,Desktop,0,Vai continuar,0.2
CLI01606,62.0,55.0,PREMIUM,39.9,36,72,3.0,4.0,Débito,Tablet,0,Vai continuar,0.2
CLI01607,67.0,20.0,Premium,39.9,90,134,,4.4,PIX,tv,0,Vai continuar,0.2
CLI01608,47.0,3.0,Premium,39.9,8,141,1.0,1.1,Débito,tv,1,Vai cancelar,0.9
CLI01609,48.0,36.0,basico,19.9,59,80,7.0,3.8,Cartão de Crédito,mobile,1,Vai continuar,0.2
CLI01610,31.0,29.0,basico,19.9,20,63,0.0,3.9,Débito,tv,0,Vai continuar,0.2
CLI01611,51.0,60.0,PREMIUM,39.9,51,101,4.0,4.0,Credito,Desktop,0,Vai continuar,0.2
CLI01612,21.0,20.0,basico,19.9,6,22,6.0,0.3,Débito,Desktop,1,Vai cancelar,0.6
CLI01613,43.0,11.0,Básico,19.9,68,71,0.0,1.3,,Mobile,0,Vai cancelar,0.6
CLI01614,71.0,20.0,Básico,19.9,71,27,7.0,2.4,Boleto,mobile,1,Vai cancelar,0.6
CLI01615,37.0,10.0,PREMIUM,39.9,13,78,6.0,4.3,Débito,Desktop,1,Vai continuar,0.2
CLI01616,57.0,23.0,basico,19.9,5,26,,4.4,Credito,tv,0,Vai continuar,0.2
CLI01617,55.0,16.0,Padrão,29.9,80,138,6.0,0.6,Boleto,TV,1,Vai cancelar,0.6
CLI01618,66.0,17.0,Padrão,29.9,98,189,8.0,4.2,Credito,Mobile,1,Vai continuar,0.2
CLI01619,25.0,12.0,basico,19.9,81,60,1.0,3.7,Boleto,TV,0,Vai continuar,0.2
CLI01620,75.0,37.0,Padrão,29.9,33,47,7.0,1.4,Credito,tv,0,Vai cancelar,0.6
CLI01621,65.0,55.0,Premium,39.9,50,131,0.0,3.6,Boleto,Mobile,0,Vai continuar,0.2
CLI01622,30.0,34.0,Básico,19.9,74,156,4.0,2.5,Débito,Mobile,1,Vai cancelar,0.6
CLI01623,62.0,28.0,Básico,19.9,13,73,3.0,2.7,PIX,TV,0,Vai cancelar,0.6
CLI01624,63.0,35.0,Básico,19.9,41,184,7.0,0.9,,Desktop,1,Vai cancelar,0.6
CLI01625,24.0,57.0,Básico,19.9,5,134,0.0,1.4,Credito,Desktop,0,Vai cancelar,0.6
CLI01626,27.0,15.0,basico,19.9,23,70,7.0,1.2,Cartão de Crédito,Tablet,0,Vai cancelar,0.6
CLI01627,55.0,42.0,PREMIUM,39.9,22,72,9.0,3.8,Débito,TV,0,Vai continuar,0.2
CLI01628,19.0,23.0,Padrão,29.9,96,133,5.0,4.7,PIX,tv,1,Vai continuar,0.2
CLI01629,31.0,24.0,Premium,39.9,3,81,7.0,1.2,Débito,mobile,1,Vai cancelar,0.6
CLI01630,52.0,38.0,PREMIUM,39.9,7,76,4.0,2.7,Cartão de Crédito,mobile,1,Vai cancelar,0.6
CLI01631,23.0,13.0,Premium,39.9,3,164,7.0,4.4,Cartão de Crédito,Desktop,0,Vai continuar,0.2
CLI01632,38.0,38.0,Premium,39.9,39,134,8.0,1.9,Cartão de Crédito,tv,0,Vai cancelar,0.6
CLI01633,49.0,10.0,Básico,19.9,98,153,6.0,2.3,Boleto,mobile,0,Vai cancelar,0.6
CLI01634,40.0,20.0,Premium,39.9,65,34,9.0,4.9,Boleto,Tablet,0,Vai continuar,0.2
CLI01635,41.0,60.0,Premium,39.9,26,14,8.0,4.6,Boleto,tv,1,Vai continuar,0.2
CLI01636,33.0,45.0,Premium,39.9,56,176,9.0,0.8,PIX,TV,1,Vai cancelar,0.6
CLI01637,76.0,28.0,Padrão,29.9,25,136,1.0,4.1,Débito,mobile,0,Vai continuar,0.2
CLI01638,36.0,12.0,Premium,39.9,43,76,7.0,0.7,PIX,mobile,1,Vai cancelar,0.6
CLI01639,65.0,41.0,Premium,39.9,98,57,2.0,2.2,Boleto,mobile,0,Vai cancelar,0.6
CLI01640,42.0,8.0,Básico,19.9,65,99,8.0,2.4,Credito,Mobile,0,Vai cancelar,0.6
CLI01641,28.0,1.0,basico,19.9,82,164,9.0,2.7,Débito,mobile,1,Vai cancelar,0.9
CLI01642,65.0,39.0,Premium,39.9,91,130,7.0,1.0,Boleto,Mobile,1,Vai cancelar,0.6
CLI01643,21.0,51.0,Básico,19.9,98,39,3.0,2.8,,mobile,1,Vai cancelar,0.6
CLI01644,65.0,9.0,Básico,19.9,74,82,5.0,3.2,Débito,mobile,0,Vai continuar,0.2
CLI01645,51.0,43.0,PREMIUM,39.9,74,109,2.0,4.6,Débito,Tablet,0,Vai continuar,0.2
CLI01646,50.0,36.0,Premium,39.9,7,105,2.0,4.6,Boleto,Mobile,0,Vai continuar,0.2
CLI01647,33.0,3.0,Básico,19.9,76,23,8.0,2.3,,Mobile,1,Vai cancelar,0.9
CLI01648,40.0,27.0,Premium,39.9,21,69,4.0,0.7,Boleto,Mobile,1,Vai cancelar,0.6
CLI01649,64.0,28.0,basico,19.9,61,78,8.0,1.0,Débito,mobile,0,Vai cancelar,0.6
CLI01650,20.0,4.0,PREMIUM,39.9,8,99,9.0,4.9,Débito,tv,1,Vai continuar,0.5
CLI01651,68.0,5.0,Básico,19.9,66,19,3.0,1.8,Boleto,Desktop,0,Vai cancelar,0.9
CLI01652,72.0,42.0,Padrão,29.9,68,182,3.0,2.7,Credito,Tablet,0,Vai cancelar,0.6
CLI01653,39.0,27.0,Premium,39.9,48,154,7.0,2.8,Cartão de Crédito,Tablet,0,Vai cancelar,0.6
CLI01654,53.0,58.0,basico,19.9,68,180,4.0,0.9,Boleto,Mobile,1,Vai cancelar,0.6
CLI01655,76.0,35.0,Padrão,29.9,10,22,1.0,2.8,Débito,tv,0,Vai cancelar,0.6
CLI01656,71.0,38.0,basico,19.9,63,148,7.0,3.7,Débito,TV,0,Vai continuar,0.2
CLI01657,68.0,30.0,basico,19.9,98,165,8.0,1.5,PIX,mobile,0,Vai cancelar,0.6
CLI01658,30.0,55.0,basico,19.9,82,119,5.0,1.2,Cartão de Crédito,TV,0,Vai cancelar,0.6
CLI01659,25.0,54.0,basico,19.9,56,43,1.0,2.4,Credito,tv,0,Vai cancelar,0.6
CLI01660,72.0,27.0,PREMIUM,39.9,27,69,9.0,4.8,Débito,Tablet,1,Vai continuar,0.2
CLI01661,41.0,43.0,Premium,39.9,99,88,6.0,4.4,PIX,TV,0,Vai continuar,0.2
CLI01662,49.0,55.0,Padrão,29.9,74,178,1.0,4.9,Credito,TV,0,Vai continuar,0.2
CLI01663,60.0,39.0,basico,19.9,48,166,1.0,1.3,,Mobile,0,Vai cancelar,0.6
CLI01664,49.0,54.0,Padrão,29.9,21,176,8.0,1.8,Débito,tv,1,Vai cancelar,0.6
CLI01665,77.0,3.0,Básico,19.9,42,56,6.0,1.2,Cartão de Crédito,tv,0,Vai cancelar,0.9
CLI01666,41.0,41.0,Básico,19.9,26,78,7.0,4.4,,tv,0,Vai continuar,0.2
CLI01667,44.0,48.0,Básico,19.9,79,111,4.0,0.5,Boleto,Tablet,0,Vai cancelar,0.6
CLI01668,58.0,56.0,basico,,47,22,0.0,3.8,,Tablet,0,Vai continuar,0.2
CLI01669,64.0,52.0,Padrão,29.9,4,10,5.0,0.7,PIX,Tablet,1,Vai cancelar,0.6
CLI01670,52.0,8.0,Premium,39.9,63,116,6.0,1.2,Boleto,Desktop,1,Vai cancelar,0.6
CLI01671,56.0,7.0,Padrão,29.9,12,144,1.0,3.9,Débito,Desktop,0,Vai continuar,0.2
CLI01672,71.0,43.0,Básico,19.9,47,113,8.0,4.9,Credito,Mobile,1,Vai continuar,0.2
CLI01673,41.0,30.0,Básico,19.9,51,155,7.0,2.6,Boleto,Mobile,1,Vai cancelar,0.6
CLI01674,58.0,12.0,Padrão,29.9,56,184,2.0,3.8,PIX,Mobile,0,Vai continuar,0.2
CLI01675,48.0,32.0,Padrão,29.9,36,188,3.0,0.5,Cartão de Crédito,Desktop,0,Vai cancelar,0.6
CLI01676,34.0,32.0,Básico,19.9,66,61,5.0,0.1,,Desktop,0,Vai cancelar,0.6
CLI01677,52.0,30.0,basico,19.9,33,109,3.0,1.5,Credito,Desktop,0,Vai cancelar,0.6
CLI01678,40.0,29.0,PREMIUM,39.9,99,170,7.0,0.8,,tv,1,Vai cancelar,0.6
CLI01679,50.0,37.0,Básico,19.9,21,151,6.0,0.6,Credito,tv,0,Vai cancelar,0.6
CLI01680,26.0,46.0,Padrão,29.9,83,60,3.0,3.4,PIX,TV,0,Vai continuar,0.2
CLI01681,22.0,2.0,Padrão,29.9,30,101,8.0,0.1,,tv,0,Vai cancelar,0.9
CLI01682,43.0,7.0,Básico,19.9,15,143,4.0,0.2,Débito,tv,1,Vai cancelar,0.6
CLI01683,65.0,35.0,basico,19.9,25,107,7.0,2.3,Credito,TV,0,Vai cancelar,0.6
CLI01684,67.0,4.0,Básico,19.9,52,174,3.0,0.2,PIX,Tablet,1,Vai cancelar,0.9
CLI01685,23.0,59.0,basico,19.9,60,133,8.0,3.6,Boleto,Tablet,1,Vai continuar,0.2
CLI01686,37.0,23.0,Premium,39.9,68,41,8.0,0.4,Boleto,Desktop,0,Vai cancelar,0.6
CLI01687,65.0,57.0,basico,19.9,32,169,2.0,3.5,,TV,0,Vai continuar,0.2
CLI01688,62.0,4.0,Básico,19.9,5,175,2.0,1.4,Boleto,Desktop,1,Vai cancelar,0.9
CLI01689,70.0,55.0,Padrão,29.9,58,71,1.0,0.5,Credito,tv,1,Vai cancelar,0.6
CLI01690,30.0,39.0,Básico,19.9,95,52,0.0,0.3,Credito,Mobile,1,Vai cancelar,0.6
CLI01691,67.0,23.0,Básico,19.9,42,161,5.0,1.2,,mobile,1,Vai cancelar,0.6
CLI01692,71.0,15.0,Premium,39.9,9,13,2.0,2.9,PIX,Desktop,1,Vai cancelar,0.6
CLI01693,77.0,22.0,Padrão,29.9,31,79,8.0,4.0,Boleto,tv,0,Vai continuar,0.2
CLI01694,70.0,39.0,Padrão,29.9,80,37,,4.2,,tv,0,Vai continuar,0.2
CLI01695,55.0,29.0,basico,19.9,91,34,3.0,3.3,Cartão de Crédito,mobile,0,Vai continuar,0.2
CLI01696,,48.0,Premium,39.9,83,32,5.0,3.1,Cartão de Crédito,tv,0,Vai continuar,0.2
CLI01697,76.0,40.0,Premium,39.9,97,82,6.0,0.7,Boleto,mobile,0,Vai cancelar,0.6
CLI01698,56.0,26.0,PREMIUM,39.9,23,155,1.0,2.9,PIX,mobile,0,Vai cancelar,0.6
CLI01699,43.0,18.0,Padrão,29.9,84,44,0.0,1.0,Boleto,Tablet,0,Vai cancelar,0.6
CLI01700,24.0,13.0,Padrão,29.9,89,27,5.0,2.9,,TV,0,Vai cancelar,0.6
CLI01701,60.0,9.0,Premium,39.9,97,160,5.0,1.3,Credito,Desktop,0,Vai cancelar,0.6
CLI01702,72.0,12.0,Básico,19.9,60,110,3.0,4.0,Credito,Desktop,1,Vai continuar,0.2
CLI01703,76.0,19.0,PREMIUM,39.9,33,66,8.0,4.7,Cartão de Crédito,TV,0,Vai continuar,0.2
CLI01704,76.0,13.0,Padrão,29.9,32,162,3.0,3.3,,tv,0,Vai continuar,0.2
CLI01705,49.0,14.0,Básico,19.9,97,171,1.0,4.6,Credito,Desktop,0,Vai continuar,0.2
CLI01706,65.0,13.0,Básico,19.9,31,119,7.0,3.3,Boleto,tv,1,Vai continuar,0.2
CLI01707,41.0,46.0,Premium,39.9,87,69,2.0,2.9,PIX,Desktop,0,Vai cancelar,0.6
CLI01708,38.0,23.0,Padrão,29.9,47,78,6.0,2.8,,TV,0,Vai cancelar,0.6
CLI01709,28.0,59.0,Básico,19.9,74,50,3.0,3.8,Boleto,tv,0,Vai continuar,0.2
CLI01710,40.0,23.0,Padrão,29.9,70,18,2.0,1.3,Cartão de Crédito,Mobile,0,Vai cancelar,0.6
CLI01711,45.0,3.0,Premium,39.9,66,56,5.0,3.8,Credito,tv,1,Vai continuar,0.5
CLI01712,74.0,23.0,Padrão,29.9,49,187,2.0,2.3,Cartão de Crédito,tv,0,Vai cancelar,0.6
CLI01713,25.0,60.0,Básico,19.9,54,34,4.0,3.4,,tv,0,Vai continuar,0.2
CLI01714,25.0,16.0,Básico,19.9,18,159,4.0,0.2,Cartão de Crédito,Desktop,0,Vai cancelar,0.6
CLI01715,31.0,52.0,Premium,39.9,90,132,5.0,3.5,PIX,Mobile,1,Vai continuar,0.2
CLI01716,61.0,39.0,Padrão,29.9,83,184,6.0,4.0,,Mobile,0,Vai continuar,0.2
CLI01717,73.0,20.0,Premium,39.9,77,125,7.0,0.8,Credito,Desktop,1,Vai cancelar,0.6
CLI01718,37.0,23.0,basico,19.9,44,161,6.0,2.3,Credito,Tablet,1,Vai cancelar,0.6
CLI01719,73.0,33.0,PREMIUM,39.9,67,158,4.0,0.4,Boleto,tv,0,Vai cancelar,0.6
CLI01720,26.0,12.0,Básico,19.9,4,156,4.0,4.0,,mobile,1,Vai continuar,0.2
CLI01721,50.0,46.0,Padrão,29.9,91,90,9.0,1.1,,mobile,0,Vai cancelar,0.6
CLI01722,68.0,23.0,Padrão,29.9,17,161,5.0,4.6,Credito,tv,1,Vai continuar,0.2
CLI01723,68.0,1.0,Premium,39.9,80,75,1.0,0.7,Credito,tv,1,Vai cancelar,0.9
CLI01724,21.0,47.0,Premium,39.9,98,76,2.0,2.6,Credito,mobile,0,Vai cancelar,0.6
CLI01725,69.0,58.0,Básico,19.9,24,97,0.0,3.2,Credito,tv,0,Vai continuar,0.2
CLI01726,75.0,12.0,Padrão,29.9,24,66,3.0,4.1,Débito,Tablet,0,Vai continuar,0.2
CLI01727,20.0,33.0,Padrão,29.9,38,93,9.0,1.8,Boleto,TV,1,Vai cancelar,0.6
CLI01728,67.0,58.0,basico,19.9,74,109,3.0,0.7,Boleto,Desktop,0,Vai cancelar,0.6
CLI01729,48.0,39.0,Premium,39.9,24,28,6.0,2.3,Boleto,mobile,1,Vai cancelar,0.6
CLI01730,39.0,55.0,Premium,39.9,35,113,6.0,3.8,Cartão de Crédito,tv,0,Vai continuar,0.2
CLI01731,47.0,19.0,PREMIUM,39.9,82,171,7.0,1.9,Credito,Mobile,1,Vai cancelar,0.6
CLI01732,24.0,44.0,Premium,39.9,66,66,9.0,3.4,Credito,Mobile,1,Vai continuar,0.2
CLI01733,41.0,5.0,Padrão,29.9,11,170,1.0,0.6,Credito,Mobile,1,Vai cancelar,0.9
CLI01734,45.0,5.0,Padrão,29.9,65,90,5.0,4.7,Boleto,mobile,1,Vai continuar,0.5
CLI01735,75.0,44.0,basico,19.9,53,138,5.0,2.4,Credito,Desktop,0,Vai cancelar,0.6
CLI01736,60.0,28.0,Básico,19.9,84,172,0.0,2.4,,Desktop,0,Vai cancelar,0.6
CLI01737,76.0,46.0,Padrão,29.9,3,11,5.0,1.9,Credito,TV,1,Vai cancelar,0.6
